Altium Designer Pick and Place Locations
C:\Users\davem\OneDrive\Documents\GitHub\enigma\Rev A\Project Outputs for Enigma Rev A\Assembly\Pick Place\Pick Place for Enigma Rev A(DEFAULT).txt

========================================================================================================================
File Design Information:

Date:       21/09/17
Time:       11:16
Revision:   Not in VersionControl
Variant:    DEFAULT
Units used: mil

Designator Comment                              Layer       Footprint                Center-X(mil) Center-Y(mil) Rotation Description                                                                                             
J18        J_DX07S024XJ1R1100                   TopLayer    DX07S024XJ1R1100         4664.843      275.394       0        "CONN RCPT USB C TOP MNT HYBRID"                                                                        
J15        J_LIPO_BAT_CONNECTOR                 BottomLayer HDR_1X2_LIPO_BATTERY     6927.520      2812.165      90       "CONN HEADER PH SIDE 2POS 2MM SMD"                                                                      
J14        J_LIPO_BAT_CONNECTOR                 BottomLayer HDR_1X2_LIPO_BATTERY     6927.520      3226.457      90       "CONN HEADER PH SIDE 2POS 2MM SMD"                                                                      
J13        J_LIPO_BAT_CONNECTOR                 BottomLayer HDR_1X2_LIPO_BATTERY     6927.520      3640.827      90       "CONN HEADER PH SIDE 2POS 2MM SMD"                                                                      
J12        J_LIPO_BAT_CONNECTOR                 BottomLayer HDR_1X2_LIPO_BATTERY     6927.520      4035.827      90       "CONN HEADER PH SIDE 2POS 2MM SMD"                                                                      
D4         D_SCHOTT_30V_2A_XDFN                 BottomLayer DSN2_0603                5125.000      306.988       270      "Diode Schottky 30V 2A (DC) Surface Mount 2-DSN (1.6x.80)"                                              
D3         BZX84C16-7-F                         TopLayer    SOT23                    7011.417      450.000       180      "DIODE SCHOTTKY 40V 500MA SOT23-3"                                                                      
D2         BAT54                                BottomLayer SOT23                    5700.000      3190.000      0        "DIODE SCHOTTKY 30V 200MA SOT-23"                                                                       
D1         BAT54                                BottomLayer SOT23                    6360.000      3145.000      270      "DIODE SCHOTTKY 30V 200MA SOT-23"                                                                       
C107       1.0uF                                TopLayer    C_ERA-0603               7201.102      1614.842      270      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C106       C_0603_0.1µF                         TopLayer    C_ERA-0603               7201.102      1459.842      270      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C105       C_0603_0.1µF                         TopLayer    C_ERA-0603               6814.765      1292.715      135      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C104       10µF                                 TopLayer    C_ERA-2220               6666.102      1101.378      90       "CAP CER 10UF 50V X7R 20% 2220"                                                                         
C103       10µF                                 TopLayer    C_ERA-2220               7426.102      1558.583      270      "CAP CER 10UF 50V X7R 20% 2220"                                                                         
C100       1.0uF                                TopLayer    C_ERA-0603               6654.842      1451.378      0        "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C95        1.0uF                                TopLayer    C_ERA-0805               7226.102      2001.378      270      "CAP CER 1UF 50V X7R 0805"                                                                              
C96        1.0uF                                TopLayer    C_ERA-0805               7126.102      2001.378      90       "CAP CER 1UF 50V X7R 0805"                                                                              
C56        C_0402_0.22UF_50V                    TopLayer    C_0402                   8414.921      1225.000      90       "CAP CER 0.22UF 50V X5R 0402"                                                                           
C88        C_0402_0.22UF_50V                    TopLayer    C_0402                   8314.921      1225.000      90       "CAP CER 0.22UF 50V X5R 0402"                                                                           
C91        C_0402_0.22UF_50V                    TopLayer    C_0402                   6926.024      1226.378      90       "CAP CER 0.22UF 50V X5R 0402"                                                                           
C92        C_0402_0.22UF_50V                    TopLayer    C_0402                   7026.024      1226.378      90       "CAP CER 0.22UF 50V X5R 0402"                                                                           
C90        C_0603_0.68uF_25V                    TopLayer    C_ERA-0603               8515.000      1100.000      270      "CAP CER 0.68UF 25V X5R 0603"                                                                           
C89        C_0603_0.68uF_25V                    TopLayer    C_ERA-0603               8215.000      1100.000      270      "CAP CER 0.68UF 25V X5R 0603"                                                                           
C94        C_0603_0.68uF_25V                    TopLayer    C_ERA-0603               6826.102      1101.378      270      "CAP CER 0.68UF 25V X5R 0603"                                                                           
C93        C_0603_0.68uF_25V                    TopLayer    C_ERA-0603               7126.102      1101.378      270      "CAP CER 0.68UF 25V X5R 0603"                                                                           
C101       1.0uF                                TopLayer    C_ERA-0603               6981.102      1959.842      270      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C99        1.0uF                                TopLayer    C_ERA-0603               6592.638      1876.378      0        "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C97        1.0uF                                TopLayer    C_ERA-0603               6576.102      1676.378      270      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C98        220pF                                TopLayer    C_0402                   7099.685      585.551       90       "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C102       220pF                                TopLayer    C_0402                   7100.000      719.685       270      "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C112       0.1uF                                TopLayer    C_0402                   1349.685      905.000       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C113       0.1uF                                TopLayer    C_0402                   1700.000      825.000       270      "CAP CER .10UF 16V X7R 0402"                                                                            
C115       0.1uF                                TopLayer    C_0402                   1415.000      545.000       360      "CAP CER .10UF 16V X7R 0402"                                                                            
C116       C_0402_2.2uF_35V                     TopLayer    C_ERA-0402               1416.535      590.000       360      "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C110       0.1uF                                TopLayer    C_0402                   1450.000      635.000       360      "CAP CER .10UF 16V X7R 0402"                                                                            
C111       10UF                                 TopLayer    C_0805                   1425.000      695.000       360      "CAP CER 10UF 10V 10% X5R 0805"                                                                         
C114       4.7µF                                TopLayer    C_ERA-0603               1900.000      621.535       90       "CAP CER 4.7UF 10V X5R 0603"                                                                            
C109       4.7µF                                TopLayer    C_ERA-0603               1485.000      800.000       360      "CAP CER 4.7UF 10V X5R 0603"                                                                            
C108       0.1uF                                TopLayer    C_0402                   1495.315      755.000       360      "CAP CER .10UF 16V X7R 0402"                                                                            
C87        0.1uF                                TopLayer    C_0402                   9085.000      4869.685      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C86        1.0uF                                TopLayer    C_ERA-0603               8941.535      4875.000      360      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C85        1.0uF                                TopLayer    C_ERA-0603               6920.000      5283.465      90       "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C84        0.1uF                                TopLayer    C_0402                   945.000       4255.315      90       "CAP CER .10UF 16V X7R 0402"                                                                            
C83        1.0uF                                TopLayer    C_ERA-0603               521.063       4045.000      180      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C82        1.0uF                                TopLayer    C_ERA-0603               490.000       3800.000      180      "CAP CER 1UF 16V 10% X7R 0603"                                                                          
C81        0.1uF                                TopLayer    C_0402                   907.756       870.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C80        1000pF                               TopLayer    C_0402                   690.000       1235.236      360      "CAP CER 1000PF 50V C0G 0402"                                                                           
C79        22pF                                 TopLayer    C_ERA-0402               425.000       1492.677      270      "CAP CER 22PF 50V NP0 0402"                                                                             
C78        22pF                                 TopLayer    C_ERA-0402               544.685       847.992       180      "CAP CER 22PF 50V NP0 0402"                                                                             
C77        22pF                                 TopLayer    C_ERA-0402               3775.689      155.315       90       "CAP CER 22PF 50V NP0 0402"                                                                             
C76        22pF                                 TopLayer    C_ERA-0402               3775.689      234.685       270      "CAP CER 22PF 50V NP0 0402"                                                                             
C75        22pF                                 TopLayer    C_ERA-0402               189.685       4000.000      180      "CAP CER 22PF 50V NP0 0402"                                                                             
C74        22pF                                 TopLayer    C_ERA-0402               110.315       4000.000      360      "CAP CER 22PF 50V NP0 0402"                                                                             
C73        22pF                                 TopLayer    C_ERA-0402               1399.685      1195.000      180      "CAP CER 22PF 50V NP0 0402"                                                                             
C72        22pF                                 TopLayer    C_ERA-0402               1320.315      1195.000      360      "CAP CER 22PF 50V NP0 0402"                                                                             
C71        22pF                                 TopLayer    C_ERA-0402               1325.000      405.315       90       "CAP CER 22PF 50V NP0 0402"                                                                             
C70        22pF                                 TopLayer    C_ERA-0402               1325.000      494.685       270      "CAP CER 22PF 50V NP0 0402"                                                                             
C69        10000pF                              TopLayer    C_0402                   8695.315      4170.000      360      "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C68        10000pF                              BottomLayer C_0402                   500.000       4944.685      270      "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C67        0.1uF                                TopLayer    C_0402                   5275.000      380.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C66        1.0uF                                TopLayer    C_ERA-0402               5423.504      556.496       180      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C65        10000pF                              BottomLayer C_0402                   5025.000      305.315       90       "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C64        10000pF                              BottomLayer C_0402                   4925.000      305.000       90       "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C63        10000pF                              BottomLayer C_0402                   4975.000      305.315       90       "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C62        10000pF                              BottomLayer C_0402                   5075.000      305.315       90       "CAP CERAMIC .01UF 50V X7R 0402"                                                                        
C61        0.1UF                                TopLayer    CAPC0201                 4650.000      800.000       90       "CAP CER 0.1UF 6.3V 10% X5R 0201"                                                                       
C60        0.1UF                                TopLayer    CAPC0201                 4620.000      800.000       90       "CAP CER 0.1UF 6.3V 10% X5R 0201"                                                                       
C59        0.1UF                                BottomLayer CAPC0201                 4710.000      775.000       90       "CAP CER 0.1UF 6.3V 10% X5R 0201"                                                                       
C58        0.1UF                                BottomLayer CAPC0201                 4680.000      775.000       90       "CAP CER 0.1UF 6.3V 10% X5R 0201"                                                                       
C57        1.0uF                                TopLayer    C_0402                   4905.512      785.433       90       "CAP CER 1.0UF 16V X5R 0402"                                                                            
C54        2.2uF                                TopLayer    C_0402                   4846.457      687.008       360      "CAP CER 2.2UF 6.3V X5R 0402"                                                                           
C53        2.2uF                                TopLayer    C_0402                   5023.622      1198.819      360      "CAP CER 2.2UF 6.3V X5R 0402"                                                                           
C52        C_0603_10µF                          TopLayer    C_ERA-0603               4954.725      1139.764      360      "CAP CER 10UF 16V X5R 0603"                                                                             
C51        1.0uF                                TopLayer    C_0402                   4917.323      942.913       360      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C50        4.7µF                                TopLayer    C_ERA-0603               5456.693      1080.709      180      "CAP CER 4.7UF 10V X5R 0603"                                                                            
C49        22µF                                 TopLayer    C_14-1210                5437.008      1179.134      180      "CAP CER 22UF 25V 20% X5R 1210"                                                                         
C48        22µF                                 TopLayer    C_14-1210                5437.008      1316.929      180      "CAP CER 22UF 25V 20% X5R 1210"                                                                         
C47        1.0uF                                TopLayer    C_ERA-0805               5535.433      728.346       90       "CAP CER 1UF 50V X7R 0805"                                                                              
C46        C_0402_0.22UF_50V                    TopLayer    C_0402                   4846.457      608.268       360      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C45        220pF                                TopLayer    C_0402                   5448.819      732.283       90       "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C44        220pF                                TopLayer    C_0402                   5377.953      687.008       180      "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C43        0.1uF                                TopLayer    C_0402                   5794.685      95.000        180      "CAP CER .10UF 16V X7R 0402"                                                                            
C42        0.1uF                                TopLayer    C_0402                   4605.787      1229.685      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C41        C_0603_0.1µF                         BottomLayer C_ERA-0603               5176.024      2625.157      270      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C40        C_0603_0.1µF                         BottomLayer C_ERA-0603               5315.787      2625.157      270      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C39        C_0603_0.1µF                         BottomLayer C_ERA-0603               5246.890      2723.583      180      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C38        22pF                                 BottomLayer C_ERA-0402               5916.181      2762.953      270      "CAP CER 22PF 50V NP0 0402"                                                                             
C37        10µF                                 BottomLayer CAP-1206                 5069.724      2952.913      270      "CAP CER 10UF 25V X5R 1206"                                                                             
C36        10µF                                 BottomLayer CAP-1206                 4939.803      2952.913      270      "CAP CER 10UF 25V X5R 1206"                                                                             
C35        C_0805_1.5uF_25V                     BottomLayer C_ERA-0805               5471.457      3177.559      0        "1.5µF ±10% 25V Ceramic Capacitor X7R 0805 (2012 Metric)"                                               
C34        100pF                                BottomLayer C_0402                   6512.047      2792.480      270      "CAP CER 100PF 50V 5% C0G 0402"                                                                         
C33        C_0603_0.1µF                         BottomLayer C_ERA-0603               6378.779      2792.480      270      "CAP CER 0.1UF 50V X7R 0603"                                                                            
C27        10µF                                 BottomLayer CAP-1206                 5706.811      3312.165      0        "CAP CER 10UF 25V X5R 1206"                                                                             
C26        10µF                                 BottomLayer CAP-1206                 5706.811      3410.591      0        "CAP CER 10UF 25V X5R 1206"                                                                             
C25        C_0603_0.1µF                         BottomLayer C_ERA-0603               5865.000      3165.000      90       "CAP CER 0.1UF 50V X7R 0603"                                                                            
C24        0.1uF                                BottomLayer C_0402                   6562.047      2881.063      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C23        C_0402_2.2uF_35V                     BottomLayer C_ERA-0402               5985.079      3417.717      0        "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C22        1.0uF                                BottomLayer C_ERA-0805               5926.024      2965.709      270      "CAP CER 1UF 50V X7R 0805"                                                                              
C21        0.1uF                                BottomLayer C_0402                   6562.047      2959.803      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C20        0.1uF                                BottomLayer C_0402                   6562.047      3038.543      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C19        1.0uF                                BottomLayer C_ERA-0805               6250.827      3085.945      270      "CAP CER 1UF 50V X7R 0805"                                                                              
C18        C_0805_2.2uF_25V                     BottomLayer C_ERA-0805               6438.307      3032.047      270      ""                                                                                                      
C17        0.1uF                                BottomLayer C_0402                   6562.047      3117.283      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C16        C_0603_0.1µF                         BottomLayer C_ERA-0603               6177.992      3589.724      0        "CAP CER 0.1UF 50V X7R 0603"                                                                            
C15        C_0603_0.1µF                         BottomLayer C_ERA-0603               6313.819      3589.724      0        "CAP CER 0.1UF 50V X7R 0603"                                                                            
J6         J_SNICKERDOODLE_JB1                  BottomLayer TFM12001-X-D-A           652.598       2450.000      360      ""                                                                                                      
J5         J_SNICKERDOODLE_JA2                  BottomLayer TFM12001-X-D-A           2852.598      2150.000      360      ""                                                                                                      
J4         J_SNICKERDOODLE_JA1                  BottomLayer TFM12001-X-D-A           2852.599      2450.000      360      ""                                                                                                      
J8         PMOD                                 TopLayer    PMOD                     8478.228      4990.000      0        "CONN FEMALE 12POS DL .1" R/A TIN"                                                                      
J7         PMOD                                 TopLayer    PMOD                     7578.229      4990.000      0        "CONN FEMALE 12POS DL .1" R/A TIN"                                                                      
J2         PMOD                                 TopLayer    PMOD                     1831.890      4990.000      0        "CONN FEMALE 12POS DL .1" R/A TIN"                                                                      
J1         PMOD                                 TopLayer    PMOD                     931.890       4990.000      0        "CONN FEMALE 12POS DL .1" R/A TIN"                                                                      
S1         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        1062.992      3937.008      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S2         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        8346.457      3937.008      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S5         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        8740.157      3149.606      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S6         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        8346.457      2755.905      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S7         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        9133.858      2755.905      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S9         S_TACTILE_1571563_2_BUTTON           TopLayer    TACTILE_1571563_2        8740.157      2362.205      0        "SWITCH TACTILE SPST-NO 0.05A 24V"                                                                      
S8         S_JOYSTICK_ANALOG_XY                 TopLayer    JOYSTICK_ANALOG_MINITHM  415.945       3009.055      0        ""                                                                                                      
S3         "S_TACTILE_ RA_TL3330AF130QG_BUTTON" TopLayer    TL3330AF130QG            64.370        3750.000      270      "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                      
S4         "S_TACTILE_ RA_TL3330AF130QG_BUTTON" TopLayer    TL3330AF130QG            9350.630      3750.000      90       "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                      
C1         0.1uF                                TopLayer    C_0402                   2199.685      4940.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C2         0.1uF                                TopLayer    C_0402                   2199.685      5040.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C3         0.1uF                                TopLayer    C_0402                   8846.023      4940.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C4         0.1uF                                TopLayer    C_0402                   8846.023      5040.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C5         0.1uF                                BottomLayer C_0402                   2927.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C6         0.1uF                                BottomLayer C_0402                   3077.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C7         0.1uF                                BottomLayer C_0402                   2877.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C8         0.1uF                                TopLayer    C_0402                   3619.685      725.000       180      "CAP CER .10UF 16V X7R 0402"                                                                            
C9         0.1uF                                BottomLayer C_0402                   3027.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C10        0.1uF                                BottomLayer C_0402                   3177.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C11        0.1uF                                BottomLayer C_0402                   3227.598      580.315       90       "CAP CER .10UF 16V X7R 0402"                                                                            
C12        0.1uF                                TopLayer    C_0402                   3530.315      725.000       360      "CAP CER .10UF 16V X7R 0402"                                                                            
C28        0.1uF                                TopLayer    C_0402                   790.000       3540.315      270      "CAP CER .10UF 16V X7R 0402"                                                                            
C29        0.1uF                                TopLayer    C_0402                   1299.685      5040.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C30        0.1uF                                TopLayer    C_0402                   1299.685      4940.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C31        0.1uF                                TopLayer    C_0402                   7946.024      5040.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C32        0.1uF                                TopLayer    C_0402                   7946.024      4940.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
R2         R_0402_100K                          TopLayer    R_0402                   2927.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R3         R_0402_100K                          TopLayer    R_0402                   3077.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R4         R_0402_10.0K                         TopLayer    R_0402                   2927.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R5         R_0402_10.0K                         TopLayer    R_0402                   3077.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R6         R_0402_100K                          TopLayer    R_0402                   2877.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R7         R_0402_100K                          TopLayer    R_0402                   3530.315      550.000       360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R8         R_0402_10.0K                         TopLayer    R_0402                   2877.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R9         R_0402_10.0K                         TopLayer    R_0402                   3600.000      655.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R10        R_0402_100K                          TopLayer    R_0402                   3027.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R11        R_0402_10.0K                         TopLayer    R_0402                   3027.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R12        R_0402_100K                          TopLayer    R_0402                   3177.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R13        R_0402_100K                          TopLayer    R_0402                   3227.598      464.685       90       "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R14        R_0402_10.0K                         TopLayer    R_0402                   3177.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R15        R_0402_10.0K                         TopLayer    R_0402                   3227.598      580.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R16        R_0402_100K                          TopLayer    R_0402                   3530.315      600.000       360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R17        R_0402_10.0K                         TopLayer    R_0402                   3550.000      655.315       270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
J16        J_FFC_CONN_RA_40PIN                  TopLayer    ER-CON40HT-1_BTM         4478.346      2387.402      360      "CONN FPC BOTTOM 40POS 0.50MM R/A"                                                                      
J11        J_FFC_CONN_RA_10PIN                  TopLayer    ER-CON10HT-1_BTM         7529.528      3297.835      360      "CONN FFC BOTTOM 10POS 0.50MM R/A"                                                                      
C117       6.8pF                                BottomLayer C_ERA-0402               3694.685      2775.000      0        "CAP CER 6.8PF 50V NP0 0402"                                                                            
C118       10µF                                 TopLayer    CAP-1206                 3796.102      2335.000      360      "CAP CER 10UF 25V X5R 1206"                                                                             
C119       10µF                                 TopLayer    CAP-1206                 4568.898      2575.000      360      "CAP CER 10UF 25V X5R 1206"                                                                             
C120       10µF                                 TopLayer    C_ERA-0805               3550.000      2860.000      270      "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C121       10µF                                 TopLayer    C_ERA-0805               3470.000      2860.000      270      "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C122       0.1uF                                TopLayer    C_ERA-0402               4103.346      2552.953      360      "CAP CER .10UF 16V X7R 0402"                                                                            
C123       C_0402_0.22UF_50V                    TopLayer    C_ERA-0402               3820.276      3138.976      180      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C124       C_0402_0.22UF_50V                    TopLayer    C_ERA-0402               3954.134      3055.315      270      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C125       C_0402_0.22UF_50V                    TopLayer    C_ERA-0402               3897.047      3138.976      180      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C126       1000pF                               TopLayer    C_ERA-0402               3595.866      3228.543      270      "CAP CER 1000PF 50V C0G 0402"                                                                           
C127       0.022UF                              TopLayer    C_ERA-0402               3820.276      3177.362      180      "CAP CER 22000PF 16V X7R 0402"                                                                          
C128       0.022UF                              TopLayer    C_ERA-0402               4082.087      2978.543      90       "CAP CER 22000PF 16V X7R 0402"                                                                          
C129       C_0402_0.22UF_50V                    TopLayer    C_ERA-0402               3672.638      3254.134      180      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C130       10uF                                 TopLayer    C_ERA-0805               5627.756      2025.787      90       "CAP CER 10UF 6.3V X7R 10% 0805"                                                                        
C131       0.1uF                                TopLayer    C_0402                   5535.630      2043.504      90       "CAP CER .10UF 16V X7R 0402"                                                                            
C132       C_0805_2.2uF_25V                     TopLayer    C_ERA-0805               4977.756      2116.339      90       ""                                                                                                      
C133       C_0603_1µF_16V                       TopLayer    C_ERA-0603               3966.535      2575.000      360      "CAP CER 1UF 16V X7R 0603"                                                                              
C134       1000pF                               TopLayer    C_ERA-0402               3969.685      2790.000      180      "CAP CER 1000PF 50V C0G 0402"                                                                           
C135       0.1uF                                TopLayer    C_ERA-0402               7590.000      3395.000      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C136       1.0uF                                BottomLayer C_ERA-0402               3646.890      4765.000      360      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C137       1.0uF                                BottomLayer C_ERA-0402               5616.890      4915.000      270      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C138       1.0uF                                BottomLayer C_ERA-0402               3696.890      4865.000      180      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C139       4.7µF                                TopLayer    C_ERA-0603               3756.535      895.000       360      "CAP CER 4.7UF 10V X5R 0603"                                                                            
C140       0.1uF                                TopLayer    C_0402                   3770.315      950.000       360      "CAP CER .10UF 16V X7R 0402"                                                                            
C141       0.1uF                                TopLayer    C_0402                   3840.000      1250.000      360      "CAP CER .10UF 16V X7R 0402"                                                                            
C142       4.7µF                                TopLayer    C_ERA-0603               3840.000      1295.000      360      "CAP CER 4.7UF 10V X5R 0603"                                                                            
C143       10µF                                 TopLayer    CAP-1206                 1133.779      80.000        360      "CAP CER 10UF 25V X5R 1206"                                                                             
C144       10µF                                 TopLayer    CAP-1206                 895.000       226.087       270      "CAP CER 10UF 25V X5R 1206"                                                                             
C145       0.1uF                                BottomLayer C_0402                   8941.732      1866.890      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C146       C_0805_22µF_35V                      BottomLayer C_ERA-0805               9071.654      1729.094      90       "CAP CER 22UF 35V X5R 0805"                                                                             
C147       10µF                                 BottomLayer C_ERA-0805               9075.000      2205.000      0        "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C148       C_0402_3.3nF_50V                     BottomLayer C_ERA-0402               8843.307      2063.740      270      ""                                                                                                      
C149       C_0402_36pF                          BottomLayer C_0402                   8803.937      1985.000      270      "CAP CER 36PF 50V NP0 0402"                                                                             
C150       C_0402_68nF                          BottomLayer C_0402                   8764.567      1985.000      270      "CAP CER 0.068UF 25V X7R 0402"                                                                          
C151       0.1uF                                BottomLayer C_0402                   8941.732      1591.299      180      "CAP CER .10UF 16V X7R 0402"                                                                            
C152       C_0805_22µF_35V                      BottomLayer C_ERA-0805               9000.787      1729.094      90       "CAP CER 22UF 35V X5R 0805"                                                                             
C153       10µF                                 BottomLayer C_ERA-0805               9072.598      1265.000      0        "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C154       C_0402_3.3nF_50V                     BottomLayer C_ERA-0402               8843.307      1374.764      90       ""                                                                                                      
C155       C_0402_36pF                          BottomLayer C_0402                   8803.937      1453.504      90       "CAP CER 36PF 50V NP0 0402"                                                                             
C156       C_0402_68nF                          BottomLayer C_0402                   8764.567      1453.504      90       "CAP CER 0.068UF 25V X7R 0402"                                                                          
C157       0.1uF                                BottomLayer C_0402                   8553.937      1673.976      0        "CAP CER .10UF 16V X7R 0402"                                                                            
C158       C_0805_22µF_35V                      BottomLayer C_ERA-0805               8333.465      1772.402      0        "CAP CER 22UF 35V X5R 0805"                                                                             
C159       10µF                                 BottomLayer C_ERA-0805               7943.858      1652.795      270      "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C160       C_0402_3.3nF_50V                     BottomLayer C_ERA-0402               8410.236      1433.819      90       ""                                                                                                      
C161       12pF                                 BottomLayer C_ERA-0402               8370.866      1433.819      90       "CAP CER 12PF 50V 5% C0G 0402"                                                                          
C162       C_0402_68nF                          BottomLayer C_0402                   8528.346      1551.929      0        "CAP CER 0.068UF 25V X7R 0402"                                                                          
C163       0.1uF                                BottomLayer C_0402                   8548.031      1780.276      90       "CAP CER .10UF 16V X7R 0402"                                                                            
C164       C_0805_22µF_35V                      BottomLayer C_ERA-0805               8333.465      1701.535      0        "CAP CER 22UF 35V X5R 0805"                                                                             
C165       10µF                                 BottomLayer C_ERA-0805               8010.000      1862.598      90       "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C166       C_0402_3.3nF_50V                     BottomLayer C_ERA-0402               8528.346      1985.000      270      ""                                                                                                      
C167       47pF                                 BottomLayer C_0402                   8567.717      1985.000      270      "CAP CER 47PF 50V 5% C0G 0402"                                                                          
C168       C_0402_68nF                          BottomLayer C_0402                   8607.087      1985.000      270      "CAP CER 0.068UF 25V X7R 0402"                                                                          
C169       C_0805_22µF_35V                      BottomLayer C_ERA-0805               8469.291      1433.819      90       "CAP CER 22UF 35V X5R 0805"                                                                             
